Team,Date,Opponent,Inn,Batter,Event,Sit Before,Sit After,Best Sit,Worst Sit,Success?,1B,Fielder,Pos,Hand,F/B,Direction,Distance,Velo
MIA,3/28,Pirates,10,Jared Triolo,E5 3-2-6,010 1,010 2,010 2,010 2,No,Josh Bell,Jake Burger,3B,RH,Back,S,Stretch,84.7
MIA,3/31,Pirates,4,Connor Joe,1B,000 2,100 2,100 2,100 2,Yes,Jake Burger,Vidal Brujan,3B,RH,Back,S,Stretch,86.4
MIA,4/6,Cardinals,7,Nolan Arenado,1B,000 0,100 0,100 0,100 0,Yes,Jake Burger,Tim Anderson,SS,RH,Back,R,Long,85.4
MIA,4/14,Braves,3,Ozzie Albies,1B E5,010 1,100 1 +1,001 2,100 1 +1,No,Josh Bell,Jake Burger,3B,RH,Fore,S,Stretch,84.7
MIA,4/16,Giants,5,Tyler Fitzgerald,5-4 FC,100 0,100 1,100 1,010 1,Yes,Josh Bell,Luis Arraez,2B,RH,Back,L,Stretch,74.9
MIA,4/19,Cubs,4,Christopher Morel,6-3,000 2,000 3,000 3,100 2,Yes,Josh Bell,Tim Anderson,SS,RH,Fore,S,Long,85.4
MIA,4/24,Braves,9,Ronald Acuna Jr,5-3 DP,110 1,000 3,000 3,011 2,Yes,Luis Arraez,Emmanuel Rivera,3B,RH,Fore,L,Stretch,85.8
MIA,4/27,Nationals,6,Jesse Winker,1B E5,010 2,100 2 +1,000 3,100 2 +1,No,Emmanuel Rivera,Vidal Brujan,3B,RH,Back,S,Long,86.4
MIA,4/27,Nationals,8,Joey Meneses,5-3,000 0,000 1,000 1,100 0,Yes,Emmanuel Rivera,Vidal Brujan,3B,RH,Back,S,Stretch,86.4
MIA,4/28,Nationals,4,Joey Meneses,E5,000 2,100 2,000 3,100 2,No,Emmanuel Rivera,Vidal Brujan,3B,RH,Fore,L,Stretch,86.4
MIA,5/4,A's,7,Shea Langeliers,1B,000 0,100 0,100 0,100 0,Yes,Emmanuel Rivera,Vidal Brujan,SS,RH,Back,S,Long,87.2
MIA,5/8,Dodgers,2,Max Muncy,6-3,000 0,000 1,000 1,100 0,Yes,Josh Bell,Vidal Brujan,SS,RH,Back,S,Long,87.2
MIA,5/12,Phillies,7,Alec Bohm,6-3,000 2,000 3,000 3,100 2,Yes,Josh Bell,Vidal Brujan,SS,RH,Back,S,Short,87.2
MIA,5/22,Brewers,8,Jackson Chourio,6-4 FC,100 1,100 2,100 2,010 2,Yes,Josh Bell,Tim Anderson,SS,RH,Back,S,Long,85.4
MIA,5/25,Diamondbacks,3,Christian Walker,1B,000 1,100 1,100 1,100 1,Yes,Jake Burger,Tim Anderson,SS,RH,Back,S,Long,85.4
MIA,5/31,Rangers,7,Leody Taveras,4-3,000 1,000 2,000 2,100 1,Yes,Jake Burger,Otto Lopez,2B,RH,Fore,S,Long,82
MIA,6/2,Rangers,8,Wyatt Langford,6-3,010 2,000 3,000 3,010 2 +1,Yes,Jake Burger,Tim Anderson,SS,RH,Back,S,Short,85.4
MIA,6/5,Rays,3,Harold Ramirez,6-3,010 2,000 3,000 3,010 2 +1,Yes,Josh Bell,Tim Anderson,SS,RH,Fore,S,Long,85.4
MIA,6/7,Guardians,2,Gabriel Arias,1B,000 2,100 2,100 2,100 2,Yes,Jake Burger,Xavier Edwards,SS,RH,Back,R,Long,79.5
MIA,6/7,Guardians,6,Josh Naylor,6-3,000 1,000 2,000 2,100 1,Yes,Jake Burger,Xavier Edwards,SS,RH,Back,S,Stretch,79.5
MIA,6/13,Mets,7,Mark Vientos,6-3,001 2,000 3,000 3,010 2 +1,Yes,Josh Bell,Tim Anderson,SS,RH,Back,S,Stretch,85.4
MIA,6/17,Cardinals,2,Ivan Herrera,1B,000 0,100 0,100 0,100 0,Yes,Josh Bell,Tim Anderson,SS,RH,Back,S,Stretch,85.4
MIA,6/19,Cardinals,9,Masyn Winn,6-4 FC,100 1,100 2,100 2,010 2,Yes,Jake Burger,Otto Lopez,2B,RH,Back,S,Stretch,82
MIA,7/2,Red Sox,1,Tyler O'Neill,1B,000 1,100 1,100 1,100 1,Yes,Jake Burger,Xavier Edwards,SS,RH,Fore,S,Long,79.5
MIA,7/7,White Sox,4,Korey Lee,1B,000 2,100 2,100 2,100 2,Yes,Josh Bell,Vidal Brujan,2B,RH,Back,S,Long,82.2
MIA,7/12,Reds,5,Spencer Steer,6-3,000 0,000 1,000 1,100 0,Yes,Josh Bell,Xavier Edwards,SS,RH,Fore,S,Stretch,79.5
MIA,7/12,Reds,8,Elly De La Cruz,1B,000 2,100 2,100 2,100 2,Yes,Josh Bell,Vidal Brujan,2B,RH,Back,S,Stretch,82.2
MIA,7/25,Orioles,4,Gunnar Henderson,E5,000 1,100 1,000 2,100 1,No,Jonah Bride,Emmanuel Rivera,3B,RH,Back,S,Stretch,85.8
MIA,7/25,Orioles,6,Austin Hays,E3,000 1,100 1,000 2,100 1,No,Jonah Bride,Xavier Edwards,SS,RH,Back,S,Short,79.5
MIA,7/27,Brewers,4,Willy Adames,1B,000 2,100 2,100 2,100 2,Yes,Jake Burger,Xavier Edwards,SS,RH,Fore,S,Long,79.5
MIA,7/27,Brewers,8,Willy Adames,5-3,000 2,000 3,000 3,100 2,Yes,Jake Burger,Emmanuel Rivera,3B,RH,Back,S,Stretch,85.8
MIA,7/28,Brewers,2,Eric Haase,1-4 FC,110 1,101 2,000 3,101 2,No,Josh Bell,Otto Lopez,2B,RH,Back,R,Stretch,82
MIA,7/28,Brewers,7,William Contreras,5-3,000 0,000 1,000 1,100 0,Yes,Josh Bell,Jonah Bride,3B,RH,Back,S,Short,73.2
MIA,8/5,Reds,2,Jake Fraley,4-3,000 2,000 3,000 3,100 2,Yes,Jake Burger,Otto Lopez,2B,RH,Fore,S,Stretch,82
MIA,8/7,Reds,4,Noelvi Marte,5-3,000 1,000 2,000 2,100 1,Yes,Jonah Bride,Emmanuel Rivera,3B,RH,Back,S,Long,85.8
MIA,8/9,Padres,7,Ha-Seong Kim,1B,100 2,110 2,110 2,011 2,Yes,Jake Burger,Xavier Edwards,SS,RH,Back,S,Long,79.5
MIA,8/10,Padres,8,Luis Arraez,1B,001 2,100 2 +1,100 2 +1,010 2 +1,Yes,Jonah Bride,Otto Lopez,2B,RH,Back,S,Long,82
MIA,8/14,Phillies,7,Edmundo Sosa,6-3,010 2,000 3,000 3,010 2 +1,Yes,Jonah Bride,Xavier Edwards,SS,RH,Fore,S,Short,79.5
MIA,8/19,Diamondbacks,5,Jake McCarthy,6-3,000 0,000 1,000 1,100 0,Yes,Jake Burger,Xavier Edwards,SS,RH,Back,S,Stretch,79.5
MIA,8/23,Cubs,2,Dansby Swanson,4-3,000 2,000 3,000 3,100 2,Yes,Jake Burger,Otto Lopez,2B,RH,Back,S,Long,82
MIA,8/24,Cubs,8,Mike Tauchman,1B,000 0,100 0,000 1,100 0,No,Jonah Bride,Connor Norby,3B,RH,Fore,S,Stretch,84.3
MIA,8/30,Giants,3,Mike Yastrzemski,1B,010 2,101 2,101 2,010 2 +1,Yes,Jonah Bride,Otto Lopez,2B,RH,Fore,L,Long,82
MIA,8/31,Giants,6,Matt Chapman,E5,000 1,100 1,000 2,100 1,No,David Hensley,Jonah Bride,3B,RH,Fore,S,Long,73.2
MIA,9/1,Giants,3,LaMonte Wade Jr,3-6 FC E6,110 1,100 2 +1,000 3,100 2 +1,No,David Hensley,Otto Lopez,SS,RH,Fore,L,Short,83.1
MIA,9/3,Nationals,1,Andres Chaparro,E5,000 2,010 2,000 3,010 2,No,Jonah Bride,Connor Norby,3B,RH,Back,S,Stretch,84.3
MIA,9/7,Phillies,4,Nick Castellanos,5-3,000 0,000 1,000 1,100 0,Yes,Jonah Bride,Connor Norby,3B,RH,Back,S,Long,84.3
MIA,9/9,Pirates,2,Alika Williams,E6,000 2,100 2,000 3,100 2,No,Jonah Bride,Xavier Edwards,SS,RH,Fore,S,Stretch,79.5
